SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus,Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_12930,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Mastrevirus,NA,NA,NA,Mastrevirus oryzaprimi,1
ICTVTaxoChallenge_12974,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Megaviricetes,NA,NA,NA,Pimascovirales,NA,NA,NA,Iridoviridae,NA,Alphairidovirinae,,Megalocytivirus,NA,NA,NA,Megalocytivirus pagrus1,0.9095
ICTVTaxoChallenge_129816,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus premnae,1
ICTVTaxoChallenge_12983,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Deltapapillomavirus,NA,NA,NA,Deltapapillomavirus 1,0.9882
ICTVTaxoChallenge_130461,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Curtovirus,NA,NA,NA,Curtovirus betae,0.6349
ICTVTaxoChallenge_130917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naldaviricetes,NA,NA,NA,Lefavirales,NA,NA,NA,Baculoviridae,NA,NA,NA,Betabaculovirus,NA,NA,NA,Betabaculovirus epaporemae,0.9701
ICTVTaxoChallenge_131243,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus exoticum,1
ICTVTaxoChallenge_131796,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,NA,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Filoviridae,NA,NA,NA,Orthoebolavirus,NA,NA,NA,Orthoebolavirus bundibugyoense,1
ICTVTaxoChallenge_132187,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Pokkesviricetes,NA,NA,NA,Chitovirales,NA,NA,NA,Poxviridae,NA,Chordopoxvirinae,,Avipoxvirus,NA,NA,NA,Avipoxvirus canarypox,1
ICTVTaxoChallenge_133245,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus mucunaflavi,0.8705
ICTVTaxoChallenge_133459,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Gammapapillomavirus,NA,NA,NA,Gammapapillomavirus 15,0.9707
ICTVTaxoChallenge_133915,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Nidovirales,NA,Cornidovirineae,NA,Coronaviridae,NA,NA,NA,Alphacoronavirus,NA,NA,NA,Alphacoronavirus ratti,0.9995
ICTVTaxoChallenge_133995,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus jatrophae,0.8704
ICTVTaxoChallenge_134349,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus cynocephali,0.8667
ICTVTaxoChallenge_134594,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus manihotiscameroonense,0.6472
ICTVTaxoChallenge_134763,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Nidovirales,NA,Cornidovirineae,NA,Coronaviridae,NA,NA,NA,Alphacoronavirus,NA,NA,NA,Alphacoronavirus triaenopis,0.5121
ICTVTaxoChallenge_134925,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Alphapapillomavirus,NA,NA,NA,Alphapapillomavirus 1,0.9835
ICTVTaxoChallenge_13547,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Potyvirus,NA,NA,NA,Potyvirus daphnis,0.9991
ICTVTaxoChallenge_135675,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Dichorhavirus,0.6603,NA,NA,NA,NA
ICTVTaxoChallenge_135686,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Picornavirales,NA,NA,NA,Dicistroviridae,NA,NA,NA,Cripavirus,NA,NA,NA,Cripavirus porteri,0.9942
ICTVTaxoChallenge_135780,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Ortervirales,NA,NA,NA,Caulimoviridae,NA,NA,NA,Badnavirus,NA,NA,NA,Badnavirus decoloratiovitis,1
ICTVTaxoChallenge_136062,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Nidovirales,NA,Cornidovirineae,NA,Coronaviridae,NA,NA,NA,Alphacoronavirus,NA,NA,NA,Alphacoronavirus chicagoense,0.9861
ICTVTaxoChallenge_136739,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus manihotiscameroonense,0.8509
ICTVTaxoChallenge_13674,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Megaviricetes,NA,NA,NA,Pimascovirales,NA,NA,NA,Iridoviridae,NA,Betairidovirinae,,Chloriridovirus,NA,NA,NA,Chloriridovirus anopheles1,0.9467
ICTVTaxoChallenge_136851,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Topilevirus,NA,NA,NA,Topilevirus lycopersici,1
ICTVTaxoChallenge_137170,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Pokkesviricetes,NA,NA,NA,Chitovirales,NA,NA,NA,Poxviridae,NA,Chordopoxvirinae,,Mustelpoxvirus,NA,NA,NA,Mustelpoxvirus seaotterpox,1
ICTVTaxoChallenge_138103,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Betapapillomavirus,NA,NA,NA,Betapapillomavirus 1,0.9892
ICTVTaxoChallenge_138427,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Alpharhabdovirinae,NA,Vesiculovirus,0.6685,NA,NA,NA,NA
ICTVTaxoChallenge_138674,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus costai,0.8272
ICTVTaxoChallenge_138720,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus ipomoeae,0.689
ICTVTaxoChallenge_138819,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Betapapillomavirus,NA,NA,NA,Betapapillomavirus 1,0.9949
ICTVTaxoChallenge_139051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naldaviricetes,NA,NA,NA,Lefavirales,NA,NA,NA,Baculoviridae,NA,NA,NA,Alphabaculovirus,NA,NA,NA,Alphabaculovirus helarmigerae,0.9661
ICTVTaxoChallenge_139118,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Alpharhabdovirinae,NA,Vesiculovirus,NA,NA,NA,Vesiculovirus maraba,0.9723
ICTVTaxoChallenge_139394,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,0.3783,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_13942,Riboviria,NA,NA,NA,Pararnavirae,NA,NA,NA,Artverviricota,NA,NA,NA,Revtraviricetes,NA,NA,NA,Ortervirales,NA,NA,NA,Caulimoviridae,NA,NA,NA,Badnavirus,NA,NA,NA,Badnavirus alphadioscoreae,1
ICTVTaxoChallenge_139528,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Psipapillomavirus,NA,NA,NA,Psipapillomavirus 3,0.9664
ICTVTaxoChallenge_140077,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus cleomaurei,0.7469
ICTVTaxoChallenge_140104,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus sidaboliviaenseprimi,0.7943
ICTVTaxoChallenge_140488,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.4102,NA,NA,NA,NA
ICTVTaxoChallenge_140638,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Tolucaviricetes,NA,NA,NA,Tolivirales,NA,NA,NA,Tombusviridae,NA,Procedovirinae,NA,Tombusvirus,NA,NA,NA,Tombusvirus necropelargonii,0.9932
ICTVTaxoChallenge_141497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naldaviricetes,NA,NA,NA,Lefavirales,NA,NA,NA,Baculoviridae,NA,NA,NA,Alphabaculovirus,NA,NA,NA,Alphabaculovirus altermaconfiguratae,0.9798
ICTVTaxoChallenge_14157,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Negarnaviricota,NA,Haploviricotina,,Monjiviricetes,NA,NA,NA,Mononegavirales,NA,NA,NA,Rhabdoviridae,NA,Betarhabdovirinae,NA,Dichorhavirus,NA,NA,NA,Dichorhavirus coffeae,1
ICTVTaxoChallenge_141775,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus citrulli,0.888
ICTVTaxoChallenge_142582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naldaviricetes,NA,NA,NA,Lefavirales,NA,NA,NA,Baculoviridae,NA,NA,NA,Alphabaculovirus,NA,NA,NA,Alphabaculovirus chomurinanae,0.9769
ICTVTaxoChallenge_142769,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus simiavigesimum,0.9311
ICTVTaxoChallenge_142882,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Potyvirus,NA,NA,NA,Potyvirus helichloromaculae,1
ICTVTaxoChallenge_142962,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Flasuviricetes,NA,NA,NA,Amarillovirales,NA,NA,NA,Flaviviridae,NA,NA,NA,Hepacivirus,NA,NA,NA,Hepacivirus rhabdomysis,0.9992
ICTVTaxoChallenge_143225,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Chipapillomavirus,NA,NA,NA,Chipapillomavirus 2,0.9761
ICTVTaxoChallenge_143252,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus bemisiaprimi,0.8857
ICTVTaxoChallenge_143360,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Megaviricetes,NA,NA,NA,Pimascovirales,NA,NA,NA,Iridoviridae,NA,Betairidovirinae,,Chloriridovirus,NA,NA,NA,Chloriridovirus simulium1,0.923
ICTVTaxoChallenge_14356,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Circovirus,NA,NA,NA,Circovirus bianfu,0.8594
ICTVTaxoChallenge_143739,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus caesari,0.9413
ICTVTaxoChallenge_144217,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Circovirus,0.5785,NA,NA,NA,NA
ICTVTaxoChallenge_146307,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Nucleocytoviricota,NA,NA,NA,Pokkesviricetes,NA,NA,NA,Chitovirales,NA,NA,NA,Poxviridae,NA,Chordopoxvirinae,,Avipoxvirus,NA,NA,NA,Avipoxvirus turkeypox,0.9985
ICTVTaxoChallenge_146961,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Mastrevirus,NA,NA,NA,Mastrevirus melenis,0.8949
ICTVTaxoChallenge_147029,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.5208,NA,NA,NA,NA
ICTVTaxoChallenge_147230,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus capsigondaense,1
ICTVTaxoChallenge_147951,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,0.0936,NA,NA,NA,NA,NA,NA,NA,NA
ICTVTaxoChallenge_14807,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Sepolyvirales,NA,NA,NA,Polyomaviridae,NA,NA,NA,Alphapolyomavirus,NA,NA,NA,Alphapolyomavirus dobsoniae,0.9826
ICTVTaxoChallenge_148626,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.2607,NA,NA,NA,NA
ICTVTaxoChallenge_148708,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus macrotylomae,0.6273
ICTVTaxoChallenge_148919,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus blackbeardi,0.9197
ICTVTaxoChallenge_149258,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Kitrinoviricota,NA,NA,NA,Alsuviricetes,NA,NA,NA,Tymovirales,NA,NA,NA,Tymoviridae,NA,NA,NA,Marafivirus,NA,NA,NA,Marafivirus citri,1
ICTVTaxoChallenge_149488,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus longumcaudae,0.9303
ICTVTaxoChallenge_149612,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus blackbeardi,0.937
ICTVTaxoChallenge_150300,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus solanummalaysiaense,1
ICTVTaxoChallenge_15115,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Mastrevirus,NA,NA,NA,Mastrevirus sporobosecundi,0.7811
ICTVTaxoChallenge_151294,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Thetapapillomavirus,NA,NA,NA,Thetapapillomavirus 1,0.9846
ICTVTaxoChallenge_15145,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.5433,NA,NA,NA,NA
ICTVTaxoChallenge_151453,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus asystasiaprimi,1
ICTVTaxoChallenge_152005,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Potyvirus,NA,NA,NA,Potyvirus caryae,0.989
ICTVTaxoChallenge_152060,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus wissadulaflavi,0.8795
ICTVTaxoChallenge_152145,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.4281,NA,NA,NA,NA
ICTVTaxoChallenge_152266,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Gammapapillomavirus,NA,NA,NA,Gammapapillomavirus 1,0.9887
ICTVTaxoChallenge_153071,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus sidaflavacontorsionis,0.8677
ICTVTaxoChallenge_153413,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Nidovirales,NA,Cornidovirineae,NA,Coronaviridae,NA,NA,NA,Alphacoronavirus,NA,NA,NA,Alphacoronavirus rousetti,0.7237
ICTVTaxoChallenge_153737,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Xipapillomavirus,NA,NA,NA,Xipapillomavirus 3,0.9948
ICTVTaxoChallenge_153748,Monodnaviria,NA,NA,NA,Loebvirae,NA,NA,NA,Hofneiviricota,NA,NA,NA,Faserviricetes,NA,NA,NA,Tubulavirales,NA,NA,NA,Inoviridae,NA,NA,NA,Versovirus,NA,NA,NA,Versovirus VfO3K6,0.8528
ICTVTaxoChallenge_154209,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Potyvirus,0.703,NA,NA,NA,NA
ICTVTaxoChallenge_154518,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cossaviricota,NA,NA,NA,Papovaviricetes,NA,NA,NA,Zurhausenvirales,NA,NA,NA,Papillomaviridae,NA,Firstpapillomavirinae,,Taupapillomavirus,NA,NA,NA,Taupapillomavirus 3,0.9705
ICTVTaxoChallenge_154857,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,NA,NA,NA,Begomovirus macroptilaurei,1
ICTVTaxoChallenge_155030,Varidnaviria,NA,NA,NA,Bamfordvirae,NA,NA,NA,Preplasmiviricota,NA,NA,NA,Tectiliviricetes,NA,NA,NA,Rowavirales,NA,NA,NA,Adenoviridae,NA,NA,NA,Mastadenovirus,NA,NA,NA,Mastadenovirus exoticum,1
ICTVTaxoChallenge_155057,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.5889,NA,NA,NA,NA
ICTVTaxoChallenge_155200,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Pisoniviricetes,NA,NA,NA,Nidovirales,NA,Cornidovirineae,NA,Coronaviridae,NA,NA,NA,Alphacoronavirus,NA,NA,NA,Alphacoronavirus miniopteri,0.9881
ICTVTaxoChallenge_155473,Riboviria,NA,NA,NA,Orthornavirae,NA,NA,NA,Pisuviricota,NA,NA,NA,Stelpaviricetes,NA,NA,NA,Patatavirales,NA,NA,NA,Potyviridae,NA,NA,NA,Potyvirus,0.6751,NA,NA,NA,NA
ICTVTaxoChallenge_155491,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Arfiviricetes,NA,NA,NA,Cirlivirales,NA,NA,NA,Circoviridae,NA,NA,NA,Cyclovirus,0.7285,NA,NA,NA,NA
ICTVTaxoChallenge_155720,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Begomovirus,0.5791,NA,NA,NA,NA
ICTVTaxoChallenge_155863,Monodnaviria,NA,NA,NA,Shotokuvirae,NA,NA,NA,Cressdnaviricota,NA,NA,NA,Repensiviricetes,NA,NA,NA,Geplafuvirales,NA,NA,NA,Geminiviridae,NA,NA,NA,Mastrevirus,NA,NA,NA,Mastrevirus storeyi,0.6375
