SequenceID,Realm (-viria),Realm_score,Subrealm (-vira),Subrealm_score,Kingdom (-virae),Kingdom_score,Subkingdom (-virites),Subkingdom_score,Phylum (-viricota),Phylum_score,Subphylum (-viricotina),Subphylum_score,Class (-viricetes),Class_score,Subclass (-viricetidae),Subclass_score,Order (-virales),Order_score,Suborder (-virineae),Suborder_score,Family (-viridae),Family_score,Subfamily (-virinae),Subfamily_score,Genus (-virus),Genus_score,Subgenus (-virus),Subgenus_score,Species (binomial),Species_score
ICTVTaxoChallenge_219325,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3824,,,,,,,,
ICTVTaxoChallenge_251622,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3732,,,,,,,,
ICTVTaxoChallenge_277879,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.2345,,,,,,,,
ICTVTaxoChallenge_334110,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3286,,,,,,,,
ICTVTaxoChallenge_455073,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3293,,,,,,,,
ICTVTaxoChallenge_551575,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3375,,,,,,,,
ICTVTaxoChallenge_568180,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3315,,,,,,,,
ICTVTaxoChallenge_645057,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3772,,,,,,,,
ICTVTaxoChallenge_819910,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3594,,,,,,,,
ICTVTaxoChallenge_953632,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3804,,,,,,,,
ICTVTaxoChallenge_955276,,,,,,,,,,,,,,,,,,,,,Parvoviridae,0.3073,,,,,,,,
ICTVTaxoChallenge_311528,,,,,,,,,,,,,,,,,,,,,Hepeviridae,0.4162,,,,,,,,
ICTVTaxoChallenge_391396,,,,,,,,,,,,,,,,,,,,,Hepeviridae,0.4345,,,,,,,,
ICTVTaxoChallenge_47821,,,,,,,,,,,,,,,,,,,,,Tectiviridae,0.2786,,,,,,,,
ICTVTaxoChallenge_903949,,,,,,,,,,,,,,,,,,,,,Tectiviridae,0.3131,,,,,,,,
ICTVTaxoChallenge_185842,,,,,,,,,,,,,,,,,,,,,Poxviridae,0.4533,,,,,,,,
ICTVTaxoChallenge_234011,,,,,,,,,,,,,,,,,,,,,Poxviridae,0.3366,,,,,,,,
ICTVTaxoChallenge_267430,,,,,,,,,,,,,,,,,,,,,Poxviridae,0.4533,,,,,,,,
ICTVTaxoChallenge_618199,,,,,,,,,,,,,,,,,,,,,Poxviridae,0.4194,,,,,,,,
ICTVTaxoChallenge_385604,,,,,,,,,,,,,,,,,,,,,Circoviridae,0.4825,,,,,,,,
ICTVTaxoChallenge_811824,,,,,,,,,,,,,,,,,,,,,Circoviridae,0.4543,,,,,,,,
ICTVTaxoChallenge_993172,,,,,,,,,,,,,,,,,,,,,Circoviridae,0.4567,,,,,,,,
ICTVTaxoChallenge_256954,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.1258,,,,,,,,
ICTVTaxoChallenge_332757,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0862,,,,,,,,
ICTVTaxoChallenge_401566,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.06,,,,,,,,
ICTVTaxoChallenge_442020,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.1268,,,,,,,,
ICTVTaxoChallenge_53787,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0923,,,,,,,,
ICTVTaxoChallenge_691588,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0224,,,,,,,,
ICTVTaxoChallenge_702659,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0323,,,,,,,,
ICTVTaxoChallenge_736278,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.045,,,,,,,,
ICTVTaxoChallenge_848025,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0757,,,,,,,,
ICTVTaxoChallenge_885913,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0621,,,,,,,,
ICTVTaxoChallenge_894970,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0746,,,,,,,,
ICTVTaxoChallenge_971935,,,,,,,,,,,,,,,,,,,,,Endornaviridae,0.0647,,,,,,,,
ICTVTaxoChallenge_768371,,,,,,,,,,,,,,,,,Imitervirales,0.1555,,,,,,,,,,,,
ICTVTaxoChallenge_223375,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5317,,,,,,,,
ICTVTaxoChallenge_26923,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5342,,,,,,,,
ICTVTaxoChallenge_290259,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5178,,,,,,,,
ICTVTaxoChallenge_474408,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.4818,,,,,,,,
ICTVTaxoChallenge_499929,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5458,,,,,,,,
ICTVTaxoChallenge_569461,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.522,,,,,,,,
ICTVTaxoChallenge_653342,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.4841,,,,,,,,
ICTVTaxoChallenge_661997,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5223,,,,,,,,
ICTVTaxoChallenge_698723,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.4913,,,,,,,,
ICTVTaxoChallenge_754517,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5293,,,,,,,,
ICTVTaxoChallenge_755810,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5346,,,,,,,,
ICTVTaxoChallenge_80993,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5324,,,,,,,,
ICTVTaxoChallenge_957135,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5427,,,,,,,,
ICTVTaxoChallenge_961241,,,,,,,,,,,,,,,,,,,,,Rhabdoviridae,0.5091,,,,,,,,
ICTVTaxoChallenge_219350,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.1131,,,,,,,,
ICTVTaxoChallenge_326871,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.0853,,,,,,,,
ICTVTaxoChallenge_338034,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.1327,,,,,,,,
ICTVTaxoChallenge_354137,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.0804,,,,,,,,
ICTVTaxoChallenge_439130,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.134,,,,,,,,
ICTVTaxoChallenge_448704,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.0926,,,,,,,,
ICTVTaxoChallenge_470913,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.0951,,,,,,,,
ICTVTaxoChallenge_519574,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.0944,,,,,,,,
ICTVTaxoChallenge_715905,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.1031,,,,,,,,
ICTVTaxoChallenge_864861,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.1042,,,,,,,,
ICTVTaxoChallenge_896049,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.0875,,,,,,,,
ICTVTaxoChallenge_232636,,,,,,,,,,,,,,,,,,,,,Tombusviridae,0.4704,,,,,,,,
ICTVTaxoChallenge_671694,,,,,,,,,,,,,,,,,,,,,Tombusviridae,0.4495,,,,,,,,
ICTVTaxoChallenge_178951,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.5117,,,,,,,,
ICTVTaxoChallenge_234896,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.4889,,,,,,,,
ICTVTaxoChallenge_315,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.5192,,,,,,,,
ICTVTaxoChallenge_349358,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.5057,,,,,,,,
ICTVTaxoChallenge_50735,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.382,,,,,,,,
ICTVTaxoChallenge_565252,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.356,,,,,,,,
ICTVTaxoChallenge_572627,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.5094,,,,,,,,
ICTVTaxoChallenge_602281,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.501,,,,,,,,
ICTVTaxoChallenge_640950,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.497,,,,,,,,
ICTVTaxoChallenge_646948,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.4711,,,,,,,,
ICTVTaxoChallenge_663277,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.5064,,,,,,,,
ICTVTaxoChallenge_900924,,,,,,,,,,,,,,,,,,,,,Inoviridae,0.5218,,,,,,,,
ICTVTaxoChallenge_230571,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4813,,,,,,,,
ICTVTaxoChallenge_234451,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4915,,,,,,,,
ICTVTaxoChallenge_335319,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4798,,,,,,,,
ICTVTaxoChallenge_411764,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.6786,,,,,,,,
ICTVTaxoChallenge_451063,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.435,,,,,,,,
ICTVTaxoChallenge_53466,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4558,,,,,,,,
ICTVTaxoChallenge_542328,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.5149,,,,,,,,
ICTVTaxoChallenge_651670,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4277,,,,,,,,
ICTVTaxoChallenge_695541,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.5132,,,,,,,,
ICTVTaxoChallenge_791186,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.5553,,,,,,,,
ICTVTaxoChallenge_806678,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4299,,,,,,,,
ICTVTaxoChallenge_931817,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4422,,,,,,,,
ICTVTaxoChallenge_944434,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.5058,,,,,,,,
ICTVTaxoChallenge_968679,,,,,,,,,,,,,,,,,,,,,Iflaviridae,0.4783,,,,,,,,
ICTVTaxoChallenge_289586,,,,,,,,,,,,,,,,,,,,,Potyviridae,0.2504,,,,,,,,
ICTVTaxoChallenge_671691,,,,,,,,,,,,,,,,,,,,,Potyviridae,0.1858,,,,,,,,
ICTVTaxoChallenge_99250,,,,,,,,,,,,,,,,,,,,,Microviridae,0.2292,,,,,,,,
ICTVTaxoChallenge_385004,,,,,,,,,,,,,,,,,,,,,Caulimoviridae,0.068,,,,,,,,
ICTVTaxoChallenge_555802,,,,,,,,,,,,,,,,,,,,,Arteriviridae,0.329,,,,,,,,
ICTVTaxoChallenge_469564,,,,,,,,,,,,,,,,,,,,,Orthoherpesviridae,0.3149,,,,,,,,
ICTVTaxoChallenge_559991,,,,,,,,,,,,,,,,,,,,,Orthoherpesviridae,0.4039,,,,,,,,
ICTVTaxoChallenge_567831,,,,,,,,,,,,,,,,,,,,,Orthoherpesviridae,0.3357,,,,,,,,
ICTVTaxoChallenge_637164,,,,,,,,,,,,,,,,,,,,,Orthoherpesviridae,0.3719,,,,,,,,
ICTVTaxoChallenge_910511,,,,,,,,,,,,,,,,,,,,,Orthoherpesviridae,0.328,,,,,,,,
ICTVTaxoChallenge_441098,,,,,,,,,,,,,,,,,,,,,Kyanoviridae,0.5011,,,,,,,,
ICTVTaxoChallenge_452211,,,,,,,,,,,,,,,,,,,,,Stanwilliamsviridae,0.4786,,,,,,,,
ICTVTaxoChallenge_562534,,,,,,,,,,,,,,,,,,,,,Druskaviridae,0.4658,,,,,,,,
ICTVTaxoChallenge_502629,,,,,,,,,,,,,,,,,,,,,Autographiviridae,0.5004,,,,,,,,
ICTVTaxoChallenge_660634,,,,,,,,,,,,,,,,,,,,,Stanwilliamsviridae,0.4904,,,,,,,,
ICTVTaxoChallenge_333625,,,,,,,,,,,,,,,,,,,,,Aliceevansviridae,0.4713,,,,,,,,
ICTVTaxoChallenge_271745,,,,,,,,,,,,,,,,,,,,,Peduoviridae,0.508,,,,,,,,
ICTVTaxoChallenge_272396,,,,,,,,,,,,,,,,,,,,,Kyanoviridae,0.5116,,,,,,,,
ICTVTaxoChallenge_684379,,,,,,,,,,,,,,,,,,,,,,,,,Rhadinovirus,0.5664,,,,
ICTVTaxoChallenge_877751,,,,,,,,,,,,,,,,,,,,,,,,,Begomovirus,0.5645,,,,
ICTVTaxoChallenge_724190,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6172,,,,
ICTVTaxoChallenge_519885,,,,,,,,,,,,,,,,,,,,,,,,,Geminiviridae,0.1365,,,,
ICTVTaxoChallenge_177366,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6871,,,,
ICTVTaxoChallenge_205514,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6816,,,,
ICTVTaxoChallenge_211166,,,,,,,,,,,,,,,,,,,,,,,,,Blattambidensovirus,0.7279,,,,
ICTVTaxoChallenge_217401,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.5892,,,,
ICTVTaxoChallenge_240115,,,,,,,,,,,,,,,,,,,,,,,,,Amdoparvovirus,0.6247,,,,
ICTVTaxoChallenge_242621,,,,,,,,,,,,,,,,,,,,,,,,,Tetraparvovirus,0.4604,,,,
ICTVTaxoChallenge_243092,,,,,,,,,,,,,,,,,,,,,,,,,Chaphamaparvovirus,0.6824,,,,
ICTVTaxoChallenge_243277,,,,,,,,,,,,,,,,,,,,,,,,,Scindoambidensovirus,0.7325,,,,
ICTVTaxoChallenge_272445,,,,,,,,,,,,,,,,,,,,,,,,,Hepandensovirus,0.4054,,,,
ICTVTaxoChallenge_31040,,,,,,,,,,,,,,,,,,,,,,,,,Hepandensovirus,0.6436,,,,
ICTVTaxoChallenge_314661,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.7805,,,,
ICTVTaxoChallenge_324003,,,,,,,,,,,,,,,,,,,,,,,,,Hepandensovirus,0.6867,,,,
ICTVTaxoChallenge_326610,,,,,,,,,,,,,,,,,,,,,,,,,Protoparvovirus,0.6591,,,,
ICTVTaxoChallenge_332139,,,,,,,,,,,,,,,,,,,,,,,,,Aveparvovirus,0.5184,,,,
ICTVTaxoChallenge_33218,,,,,,,,,,,,,,,,,,,,,,,,,Dependoparvovirus,0.6663,,,,
ICTVTaxoChallenge_334507,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.6195,,,,
ICTVTaxoChallenge_344862,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6069,,,,
ICTVTaxoChallenge_346426,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.4052,,,,
ICTVTaxoChallenge_361508,,,,,,,,,,,,,,,,,,,,,,,,,Brevihamaparvovirus,0.678,,,,
ICTVTaxoChallenge_369679,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.7006,,,,
ICTVTaxoChallenge_370659,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6948,,,,
ICTVTaxoChallenge_441689,,,,,,,,,,,,,,,,,,,,,,,,,Dependoparvovirus,0.544,,,,
ICTVTaxoChallenge_443953,,,,,,,,,,,,,,,,,,,,,,,,,Ambidensovirus,0.6992,,,,
ICTVTaxoChallenge_460652,,,,,,,,,,,,,,,,,,,,,,,,,Amdoparvovirus,0.6202,,,,
ICTVTaxoChallenge_465574,,,,,,,,,,,,,,,,,,,,,,,,,Protoambidensovirus,0.6859,,,,
ICTVTaxoChallenge_473589,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.5855,,,,
ICTVTaxoChallenge_477007,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6347,,,,
ICTVTaxoChallenge_479582,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6436,,,,
ICTVTaxoChallenge_496483,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.6441,,,,
ICTVTaxoChallenge_511896,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6574,,,,
ICTVTaxoChallenge_529338,,,,,,,,,,,,,,,,,,,,,,,,,Dependoparvovirus,0.709,,,,
ICTVTaxoChallenge_530810,,,,,,,,,,,,,,,,,,,,,,,,,Protoparvovirus,0.6661,,,,
ICTVTaxoChallenge_531189,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.5156,,,,
ICTVTaxoChallenge_532791,,,,,,,,,,,,,,,,,,,,,,,,,Amdoparvovirus,0.6063,,,,
ICTVTaxoChallenge_564685,,,,,,,,,,,,,,,,,,,,,,,,,Protoparvovirus,0.6476,,,,
ICTVTaxoChallenge_567800,,,,,,,,,,,,,,,,,,,,,,,,,Protoparvovirus,0.595,,,,
ICTVTaxoChallenge_584410,,,,,,,,,,,,,,,,,,,,,,,,,Aveparvovirus,0.7247,,,,
ICTVTaxoChallenge_592645,,,,,,,,,,,,,,,,,,,,,,,,,Tetraparvovirus,0.4568,,,,
ICTVTaxoChallenge_60132,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6232,,,,
ICTVTaxoChallenge_609085,,,,,,,,,,,,,,,,,,,,,,,,,Tetraparvovirus,0.7061,,,,
ICTVTaxoChallenge_612880,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6343,,,,
ICTVTaxoChallenge_620470,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6212,,,,
ICTVTaxoChallenge_665911,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.71,,,,
ICTVTaxoChallenge_675411,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.6013,,,,
ICTVTaxoChallenge_678744,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.669,,,,
ICTVTaxoChallenge_682792,,,,,,,,,,,,,,,,,,,,,,,,,Hepandensovirus,0.4196,,,,
ICTVTaxoChallenge_708487,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.4793,,,,
ICTVTaxoChallenge_716614,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6302,,,,
ICTVTaxoChallenge_722984,,,,,,,,,,,,,,,,,,,,,,,,,Scindoambidensovirus,0.6478,,,,
ICTVTaxoChallenge_736532,,,,,,,,,,,,,,,,,,,,,,,,,Scindoambidensovirus,0.6867,,,,
ICTVTaxoChallenge_737671,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.7681,,,,
ICTVTaxoChallenge_745598,,,,,,,,,,,,,,,,,,,,,,,,,Dependoparvovirus,0.6556,,,,
ICTVTaxoChallenge_771644,,,,,,,,,,,,,,,,,,,,,,,,,Erythroparvovirus,0.6994,,,,
ICTVTaxoChallenge_774102,,,,,,,,,,,,,,,,,,,,,,,,,Miniambidensovirus,0.6785,,,,
ICTVTaxoChallenge_780433,,,,,,,,,,,,,,,,,,,,,,,,,Scindoambidensovirus,0.5856,,,,
ICTVTaxoChallenge_792794,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.4565,,,,
ICTVTaxoChallenge_794629,,,,,,,,,,,,,,,,,,,,,,,,,Dependoparvovirus,0.6613,,,,
ICTVTaxoChallenge_822388,,,,,,,,,,,,,,,,,,,,,,,,,Amdoparvovirus,0.5163,,,,
ICTVTaxoChallenge_825890,,,,,,,,,,,,,,,,,,,,,,,,,Pefuambidensovirus,0.7293,,,,
ICTVTaxoChallenge_838343,,,,,,,,,,,,,,,,,,,,,,,,,Protoambidensovirus,0.7194,,,,
ICTVTaxoChallenge_842256,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6754,,,,
ICTVTaxoChallenge_853175,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.6841,,,,
ICTVTaxoChallenge_855370,,,,,,,,,,,,,,,,,,,,,,,,,Scindoambidensovirus,0.7033,,,,
ICTVTaxoChallenge_874294,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.4101,,,,
ICTVTaxoChallenge_878392,,,,,,,,,,,,,,,,,,,,,,,,,Pefuambidensovirus,0.6502,,,,
ICTVTaxoChallenge_884575,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.6215,,,,
ICTVTaxoChallenge_894345,,,,,,,,,,,,,,,,,,,,,,,,,Chaphamaparvovirus,0.4332,,,,
ICTVTaxoChallenge_896339,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.6538,,,,
ICTVTaxoChallenge_959395,,,,,,,,,,,,,,,,,,,,,,,,,Bocaparvovirus,0.5742,,,,
ICTVTaxoChallenge_985628,,,,,,,,,,,,,,,,,,,,,,,,,Aveparvovirus,0.7025,,,,
ICTVTaxoChallenge_987456,,,,,,,,,,,,,,,,,,,,,,,,,Dependoparvovirus,0.6868,,,,
ICTVTaxoChallenge_989583,,,,,,,,,,,,,,,,,,,,,,,,,Scindoambidensovirus,0.6528,,,,
ICTVTaxoChallenge_993654,,,,,,,,,,,,,,,,,,,,,,,,,Erythroparvovirus,0.6036,,,,
ICTVTaxoChallenge_994399,,,,,,,,,,,,,,,,,,,,,,,,,Copiparvovirus,0.5033,,,,
ICTVTaxoChallenge_996381,,,,,,,,,,,,,,,,,,,,,,,,,Iteradensovirus,0.6921,,,,
ICTVTaxoChallenge_203920,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.7835,,,,
ICTVTaxoChallenge_219329,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.5809,,,,
ICTVTaxoChallenge_27111,,,,,,,,,,,,,,,,,,,,,,,,,Marafivirus,0.5958,,,,
ICTVTaxoChallenge_291190,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.6818,,,,
ICTVTaxoChallenge_36372,,,,,,,,,,,,,,,,,,,,,,,,,Marafivirus,0.6559,,,,
ICTVTaxoChallenge_391569,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.7041,,,,
ICTVTaxoChallenge_394247,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.6553,,,,
ICTVTaxoChallenge_408006,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.7912,,,,
ICTVTaxoChallenge_42336,,,,,,,,,,,,,,,,,,,,,,,,,Maculavirus,0.6249,,,,
ICTVTaxoChallenge_50592,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.7426,,,,
ICTVTaxoChallenge_507472,,,,,,,,,,,,,,,,,,,,,,,,,Marafivirus,0.6781,,,,
ICTVTaxoChallenge_520582,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.8131,,,,
ICTVTaxoChallenge_52092,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.8027,,,,
ICTVTaxoChallenge_686191,,,,,,,,,,,,,,,,,,,,,,,,,Maculavirus,0.6059,,,,
ICTVTaxoChallenge_688254,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.7964,,,,
ICTVTaxoChallenge_698991,,,,,,,,,,,,,,,,,,,,,,,,,Marafivirus,0.7185,,,,
ICTVTaxoChallenge_700661,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.6354,,,,
ICTVTaxoChallenge_783152,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.4667,,,,
ICTVTaxoChallenge_799330,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.6385,,,,
ICTVTaxoChallenge_853544,,,,,,,,,,,,,,,,,,,,,,,,,Maculavirus,0.5302,,,,
ICTVTaxoChallenge_868136,,,,,,,,,,,,,,,,,,,,,,,,,Marafivirus,0.6391,,,,
ICTVTaxoChallenge_884650,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.6259,,,,
ICTVTaxoChallenge_892234,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.7638,,,,
ICTVTaxoChallenge_903210,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.5122,,,,
ICTVTaxoChallenge_934638,,,,,,,,,,,,,,,,,,,,,,,,,Tymovirus,0.7778,,,,
ICTVTaxoChallenge_12178,,,,,,,,,,,,,,,,,,,,,,,,,Mastadenovirus,0.4671,,,,
ICTVTaxoChallenge_17036,,,,,,,,,,,,,,,,,,,,,,,,,Siadenovirus,0.474,,,,
ICTVTaxoChallenge_121143,,,,,,,,,,,,,,,,,,,,,,,,,Potexvirus,0.4472,,,,
ICTVTaxoChallenge_156783,,,,,,,,,,,,,,,,,,,,,,,,,Allexivirus,0.4879,,,,
ICTVTaxoChallenge_110216,,,,,,,,,,,,,,,,,,,,,,,,,Alphabaculovirus,0.8065,,,,
ICTVTaxoChallenge_120402,,,,,,,,,,,,,,,,,,,,,,,,,Alphabaculovirus,0.7831,,,,
ICTVTaxoChallenge_125911,,,,,,,,,,,,,,,,,,,,,,,,,Alphabaculovirus,0.789,,,,
ICTVTaxoChallenge_130917,,,,,,,,,,,,,,,,,,,,,,,,,Alphabaculovirus,0.7747,,,,
ICTVTaxoChallenge_139051,,,,,,,,,,,,,,,,,,,,,,,,,Alphabaculovirus,0.5253,,,,
ICTVTaxoChallenge_142582,,,,,,,,,,,,,,,,,,,,,,,,,Betabaculovirus,0.7735,,,,
ICTVTaxoChallenge_160908,,,,,,,,,,,,,,,,,,,,,,,,,Alphabaculovirus,0.5522,,,,
ICTVTaxoChallenge_170425,,,,,,,,,,,,,,,,,,,,,,,,,Deltabaculovirus,0.762,,,,
ICTVTaxoChallenge_174772,,,,,,,,,,,,,,,,,,,,,,,,,Alphabaculovirus,0.824,,,,
ICTVTaxoChallenge_101945,,,,,,,,,,,,,,,,,,,,,,,,,Iaduovirus,0.961,,,,
ICTVTaxoChallenge_104772,,,,,,,,,,,,,,,,,,,,,,,,,Rerduovirus,0.9607,,,,
ICTVTaxoChallenge_104920,,,,,,,,,,,,,,,,,,,,,,,,,Kuravirus,0.877,,,,
ICTVTaxoChallenge_107019,,,,,,,,,,,,,,,,,,,,,,,,,Petsuvirus,0.5438,,,,
ICTVTaxoChallenge_108329,,,,,,,,,,,,,,,,,,,,,,,,,Abbeymikolonvirus,0.5271,,,,
ICTVTaxoChallenge_109175,,,,,,,,,,,,,,,,,,,,,,,,,Ronodorvirus,0.53,,,,
ICTVTaxoChallenge_111959,,,,,,,,,,,,,,,,,,,,,,,,,Elemovirus,0.9261,,,,
ICTVTaxoChallenge_112167,,,,,,,,,,,,,,,,,,,,,,,,,Gamaleyavirus,0.7382,,,,
ICTVTaxoChallenge_11590,,,,,,,,,,,,,,,,,,,,,,,,,Oslovirus,0.969,,,,
ICTVTaxoChallenge_118588,,,,,,,,,,,,,,,,,,,,,,,,,Peduovirus,0.8084,,,,
ICTVTaxoChallenge_120627,,,,,,,,,,,,,,,,,,,,,,,,,Moineauvirus,0.66,,,,
ICTVTaxoChallenge_121569,,,,,,,,,,,,,,,,,,,,,,,,,Petsuvirus,0.6377,,,,
ICTVTaxoChallenge_122023,,,,,,,,,,,,,,,,,,,,,,,,,Yangvirus,0.5719,,,,
ICTVTaxoChallenge_122262,,,,,,,,,,,,,,,,,,,,,,,,,Moineauvirus,0.6026,,,,
ICTVTaxoChallenge_123297,,,,,,,,,,,,,,,,,,,,,,,,,Mudcatvirus,0.7396,,,,
