Query_ID,Query,Reference_ID,Reference,Ref_Genus,Ref_Species,Distance,Assignment,Ref_Family,Class
Query_81,ICTVTaxoChallenge_955276,9633605,9633605,Pefuambidensovirus,Blattodean pefuambidensovirus 1,0.6927,Different Genera,Parvoviridae,
Query_3,ICTVTaxoChallenge_311528,335352415,335352415,Piscihepevirus,Piscihepevirus A,0.5838,Different Genera,Hepeviridae,
Query_5,ICTVTaxoChallenge_391396,335352415,335352415,Piscihepevirus,Piscihepevirus A,0.5655,Different Genera,Hepeviridae,
Query_6,ICTVTaxoChallenge_47821,211956446,211956446,Betatectivirus,Bacillus virus AP50,0.7214,Different Genera,Tectiviridae,
Query_12,ICTVTaxoChallenge_903949,61393954,61393954,Alphatectivirus,Pseudomonas virus PRD1,0.6869,Different Genera,Tectiviridae,
Query_1,ICTVTaxoChallenge_185842,22164589,22164589,Orthopoxvirus,Ectromelia virus,0.5467,Different Genera,Poxviridae,
Query_4,ICTVTaxoChallenge_234011,62422552,62422552,Cervidpoxvirus,Mule deerpox virus,0.6634,Different Genera,Poxviridae,
Query_5,ICTVTaxoChallenge_267430,22164589,22164589,Orthopoxvirus,Ectromelia virus,0.5467,Different Genera,Poxviridae,
Query_24,ICTVTaxoChallenge_618199,377829940,377829940,Oryzopoxvirus,Cotia virus,0.5806,Different Genera,Poxviridae,
Query_40,ICTVTaxoChallenge_385604,1242014798,1242014798,Circovirus,Porcine circovirus 2,0.5175,Different Genera,Circoviridae,
Query_105,ICTVTaxoChallenge_811824,1464315623,1464315623,Cyclovirus,Human associated cyclovirus 8,0.5457,Different Genera,Circoviridae,
Query_127,ICTVTaxoChallenge_993172,1464315623,1464315623,Cyclovirus,Human associated cyclovirus 8,0.5433,Different Genera,Circoviridae,
Query_4,ICTVTaxoChallenge_256954,1571832769,1571832769,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 3,0.8742,Different Genera,Endornaviridae,
Query_5,ICTVTaxoChallenge_332757,372204042,372204042,Alphaendornavirus,Persea americana alphaendornavirus 1,0.9138,Different Genera,Endornaviridae,
Query_7,ICTVTaxoChallenge_401566,746815417,746815417,Betaendornavirus,Alternaria brassicicola betaendornavirus 1,0.94,Different Genera,Endornaviridae,
Query_8,ICTVTaxoChallenge_442020,1571832769,1571832769,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 3,0.8732,Different Genera,Endornaviridae,
Query_9,ICTVTaxoChallenge_53787,746815417,746815417,Betaendornavirus,Alternaria brassicicola betaendornavirus 1,0.9077,Different Genera,Endornaviridae,
Query_13,ICTVTaxoChallenge_691588,83700361,83700361,Alphaendornavirus,Oryza rufipogon alphaendornavirus,0.9776,Different Genera,Endornaviridae,
Query_14,ICTVTaxoChallenge_702659,1571832769,1571832769,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 3,0.9677,Different Genera,Endornaviridae,
Query_15,ICTVTaxoChallenge_736278,83700359,83700359,Alphaendornavirus,Vicia faba alphaendornavirus,0.955,Different Genera,Endornaviridae,
Query_18,ICTVTaxoChallenge_848025,1075024555,1075024555,Alphaendornavirus,Winged bean alphaendornavirus,0.9243,Different Genera,Endornaviridae,
Query_20,ICTVTaxoChallenge_885913,422933785,422933785,Alphaendornavirus,Grapevine endophyte alphaendornavirus,0.9379,Different Genera,Endornaviridae,
Query_22,ICTVTaxoChallenge_894970,1075024555,1075024555,Alphaendornavirus,Winged bean alphaendornavirus 1,0.9254,Different Genera,Endornaviridae,
Query_24,ICTVTaxoChallenge_971935,1571832769,1571832769,Alphaendornavirus,Phaseolus vulgaris alphaendornavirus 3,0.9353,Different Genera,Endornaviridae,
Query_6,ICTVTaxoChallenge_768371,310830989,310830989,Cafeteriavirus,Cafeteria roenbergensis virus,1.1555,Different Genera,Mimiviridae,
Query_9,ICTVTaxoChallenge_223375,212726666,212726666,Varicosavirus,Lettuce big-vein associated varicosavirus,0.4683,Different Genera,Rhabdoviridae,
Query_15,ICTVTaxoChallenge_26923,1952060151,1952060151,Dichorhavirus,Citrus leprosis N dichorhavirus,0.4658,Different Genera,Rhabdoviridae,
Query_20,ICTVTaxoChallenge_290259,946699748,946699748,Cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus,0.4822,Different Genera,Rhabdoviridae,
Query_54,ICTVTaxoChallenge_474408,701219325,701219325,Almendravirus,Puerto Almendras almendravirus,0.5182,Different Genera,Rhabdoviridae,
Query_61,ICTVTaxoChallenge_499929,552558699,552558699,Perhabdovirus,Anguillid perhabdovirus,0.4542,Different Genera,Rhabdoviridae,
Query_73,ICTVTaxoChallenge_569461,946699492,946699492,Sunrhavirus,Walkabout sunrhavirus,0.478,Different Genera,Rhabdoviridae,
Query_97,ICTVTaxoChallenge_653342,946699492,946699492,Sunrhavirus,Walkabout sunrhavirus,0.5159,Different Genera,Rhabdoviridae,
Query_100,ICTVTaxoChallenge_661997,701219332,701219332,Ephemerovirus,Kimberley ephemerovirus,0.4777,Different Genera,Rhabdoviridae,
Query_107,ICTVTaxoChallenge_698723,291612456,291612456,Hapavirus,Ngaingan hapavirus,0.5087,Different Genera,Rhabdoviridae,
Query_122,ICTVTaxoChallenge_754517,1695000955,1695000955,Dichorhavirus,Clerodendrum chlorotic spot dichorhavirus,0.4707,Different Genera,Rhabdoviridae,
Query_123,ICTVTaxoChallenge_755810,552558699,552558699,Perhabdovirus,Anguillid perhabdovirus,0.4654,Different Genera,Rhabdoviridae,
Query_133,ICTVTaxoChallenge_80993,212675447,212675447,Varicosavirus,Lettuce big-vein associated varicosavirus,0.4676,Different Genera,Rhabdoviridae,
Query_161,ICTVTaxoChallenge_957135,1571837136,1571837136,Almendravirus,Menghai almendravirus,0.4573,Different Genera,Rhabdoviridae,
Query_162,ICTVTaxoChallenge_961241,1952060143,1952060143,Dichorhavirus,Citrus leprosis N dichorhavirus,0.4909,Different Genera,Rhabdoviridae,
Query_34,ICTVTaxoChallenge_219350,2047108987,2047108987,Begomovirus,Begomovirus phaseolilatens,0.8869,Different Genera,Geminiviridae,
Query_127,ICTVTaxoChallenge_326871,21426900,21426900,Begomovirus,Begomovirus coheni,0.9147,Different Genera,Geminiviridae,
Query_138,ICTVTaxoChallenge_338034,89330901,89330901,Begomovirus,Begomovirus manihotiszanzibarense,0.8673,Different Genera,Geminiviridae,
Query_154,ICTVTaxoChallenge_354137,529159753,529159753,Begomovirus,Begomovirus solanumvietnamense,0.9196,Different Genera,Geminiviridae,
Query_238,ICTVTaxoChallenge_439130,333034276,333034276,Begomovirus,Begomovirus sidaureidis,0.866,Different Genera,Geminiviridae,
Query_245,ICTVTaxoChallenge_448704,1015857302,1015857302,Begomovirus,Begomovirus sidaureivenae,0.9074,Different Genera,Geminiviridae,
Query_273,ICTVTaxoChallenge_470913,1050199592,1050199592,Begomovirus,Begomovirus abelsmoschusretorridi,0.9049,Different Genera,Geminiviridae,
Query_326,ICTVTaxoChallenge_519574,2178105834,2178105834,Begomovirus,Begomovirus ocimumvenae,0.9056,Different Genera,Geminiviridae,
Query_327,ICTVTaxoChallenge_519885,2178105837,2178105837,Begomovirus,Begomovirus ocimumvenae,0.8635,Same Genus,Geminiviridae,
Query_527,ICTVTaxoChallenge_715905,410475056,410475056,Begomovirus,Begomovirus blechi,0.8969,Different Genera,Geminiviridae,
Query_671,ICTVTaxoChallenge_864861,148734581,148734581,Begomovirus,Begomovirus,Begomovirus sidaflavavietnamense,Different Genera,Geminiviridae,
Query_711,ICTVTaxoChallenge_896049,2500379204,2500379204,Citlodavirus,Citlodavirus,Citlodavirus broussonetiae,Different Genera,Geminiviridae,
Query_8,ICTVTaxoChallenge_232636,9626671,9626671,Tombusvirus,Cucumber necrosis virus,0.5296,Different Genera,Tombusviridae,
Query_50,ICTVTaxoChallenge_671694,9625551,9625551,Tombusvirus,Cucumber necrosis virus,0.5505,Different Genera,Tombusviridae,
Query_35,ICTVTaxoChallenge_579720,1694999907,1694999907,Jeilongvirus,Lophuromys jeilongvirus 1,0.6842,Different Genera,Paramyxoviridae,
Query_1,ICTVTaxoChallenge_178951,56718463,56718463,Inovirus,Escherichia virus M13,0.4883,Different Genera,Inoviridae,
Query_9,ICTVTaxoChallenge_234896,49248530,49248530,Villovirus,Vibrio virus Vf33,0.5111,Different Genera,Inoviridae,
Query_16,ICTVTaxoChallenge_315,238821372,238821372,Fibrovirus,Vibrio phage VEJphi,0.4808,Different Genera,Inoviridae,
Query_17,ICTVTaxoChallenge_349358,327198628,327198628,Parhipatevirus,Ralstonia virus PE226,0.4943,Different Genera,Inoviridae,
Query_27,ICTVTaxoChallenge_50735,9625366,9625366,Primolicivirus,Pseudomonas virus Pf1,0.618,Different Genera,Inoviridae,
Query_33,ICTVTaxoChallenge_565252,9635467,9635467,Versovirus,Vibrio virus VfO3K6,0.644,Different Genera,Inoviridae,
Query_35,ICTVTaxoChallenge_572627,56718463,56718463,Inovirus,Escherichia virus M13,0.4906,Different Genera,Inoviridae,
Query_39,ICTVTaxoChallenge_602281,118430711,118430711,Restivirus,Ralstonia virus RSS1,0.499,Different Genera,Inoviridae,
Query_42,ICTVTaxoChallenge_640950,30039743,30039743,Fibrovirus,Vibrio virus VGJ,0.503,Different Genera,Inoviridae,
Query_43,ICTVTaxoChallenge_646948,118430711,118430711,Restivirus,Ralstonia virus RSS1,0.5289,Different Genera,Inoviridae,
Query_45,ICTVTaxoChallenge_663277,332672294,332672294,Affertcholeramvirus,Vibrio virus CTXphi,0.4936,Different Genera,Inoviridae,
Query_56,ICTVTaxoChallenge_877751,209901313,209901313,Habenivirus,Ralstonia virus RSM3,0.4355,Same Genus,Inoviridae,
Query_59,ICTVTaxoChallenge_900924,625369941,625369941,Affertcholeramvirus,Vibrio virus CTXphi,0.4782,Different Genera,Inoviridae,
Query_1,ICTVTaxoChallenge_230571,15741225,15741225,Iflavirus,Perina nuda virus,0.5187,Different Genera,Iflaviridae,
Query_2,ICTVTaxoChallenge_234451,1806624991,1806624991,Iflavirus,Sacbrood virus,0.5085,Different Genera,Iflaviridae,
Query_3,ICTVTaxoChallenge_335319,586929324,586929324,Iflavirus,Antheraea pernyi iflavirus,0.5202,Different Genera,Iflaviridae,
Query_4,ICTVTaxoChallenge_411764,1529271625,1529271625,Iflavirus,Deformed wing virus,0.3214,Different Genera,Iflaviridae,
Query_5,ICTVTaxoChallenge_451063,20451006,20451006,Iflavirus,Infectious flacherie virus,0.565,Different Genera,Iflaviridae,
Query_6,ICTVTaxoChallenge_53466,1532343279,1532343279,Iflavirus,Deformed wing virus,0.5442,Different Genera,Iflaviridae,
Query_7,ICTVTaxoChallenge_542328,1464306840,1464306840,Iflavirus,Nilaparvata lugens honeydew virus 1,0.4851,Different Genera,Iflaviridae,
Query_8,ICTVTaxoChallenge_651670,402749289,402749289,Iflavirus,Sacbrood virus,0.5723,Different Genera,Iflaviridae,
Query_9,ICTVTaxoChallenge_695541,357580071,357580071,Iflavirus,Spodoptera exigua iflavirus 1,0.4868,Different Genera,Iflaviridae,
Query_11,ICTVTaxoChallenge_791186,731188616,731188616,Iflavirus,Dinocampus coccinellae paralysis virus,0.4447,Different Genera,Iflaviridae,
Query_12,ICTVTaxoChallenge_806678,402749287,402749287,Iflavirus,Sacbrood virus,0.5701,Different Genera,Iflaviridae,
Query_13,ICTVTaxoChallenge_931817,148717937,148717937,Iflavirus,Brevicoryne brassicae virus,0.5578,Different Genera,Iflaviridae,
Query_14,ICTVTaxoChallenge_944434,1532343279,1532343279,Iflavirus,Deformed wing virus,0.4942,Different Genera,Iflaviridae,
Query_15,ICTVTaxoChallenge_968679,148717937,148717937,Iflavirus,Brevicoryne brassicae virus,0.5217,Different Genera,Iflaviridae,
Query_26,ICTVTaxoChallenge_289586,1159189030,1159189030,Potyvirus,Sunflower ring blotch virus,0.7496,Different Genera,Potyviridae,
Query_114,ICTVTaxoChallenge_671691,307563838,307563838,Potyvirus,Brugmansia suaveolens mottle virus,0.8142,Different Genera,Potyviridae,
Query_18,ICTVTaxoChallenge_99250,19387568,19387568,Spiromicrovirus,Spiroplasma virus SpV4,0.7708,Different Genera,Microviridae,
Query_25,ICTVTaxoChallenge_385004,222571,222571,Tungrovirus,Rice tungro bacilliform virus,0.932,Different Genera,Caulimoviridae,
Query_6,ICTVTaxoChallenge_555802,1811294272,1811294272,Betaarterivirus,Betaarterivirus suid 2,0.671,Different Genera,Arteriviridae,
Query_35,ICTVTaxoChallenge_469564,752901008,752901008,Percavirus,Equid gammaherpesvirus 5,0.6851,Different Genera,Orthoherpesviridae,
Query_48,ICTVTaxoChallenge_559991,973776294,973776294,Mardivirus,Gallid alphaherpesvirus 2,0.5961,Different Genera,Orthoherpesviridae,
Query_49,ICTVTaxoChallenge_567831,752901008,752901008,Percavirus,Equid gammaherpesvirus 5,0.6643,Different Genera,Orthoherpesviridae,
Query_53,ICTVTaxoChallenge_637164,30984428,30984428,Simplexvirus,Equid gammaherpesvirus 5,0.6281,Different Genera,Orthoherpesviridae,
Query_55,ICTVTaxoChallenge_684379,6625567,6625567,Rhadinovirus,Murid gammaherpesvirus 4,0.4336,Same Genus,Orthoherpesviridae,
Query_76,ICTVTaxoChallenge_910511,1373449764,1373449764,Varicellovirus,Cervid alphaherpesvirus 2,0.672,Different Genera,Orthoherpesviridae,
Query_16,ICTVTaxoChallenge_620677,593777468,593777468,Donellivirus,Donellivirus gee,0.5614,Same Family,Unclassified,Caudoviricetes
Query_54,ICTVTaxoChallenge_425069,2031774856,2031774856,Janusvirus,Janusvirus hank144,0.5147,Same Family,Unclassified,Caudoviricetes
Query_77,ICTVTaxoChallenge_429431,1842028341,1842028341,Manhattanvirus,Manhattanvirus drmanhattan,0.4951,Same Family,Unclassified,Caudoviricetes
Query_24,ICTVTaxoChallenge_774288,2067807438,2067807438,Bertelyvirus,Bertelyvirus SC,0.5221,Same Family,Unclassified,Caudoviricetes
Query_34,ICTVTaxoChallenge_96389,1842028341,1842028341,Manhattanvirus,Manhattanvirus drmanhattan,0.494,Same Family,Unclassified,Caudoviricetes
Query_6,ICTVTaxoChallenge_728834,593777468,593777468,Donellivirus,Donellivirus gee,0.4878,Same Family,,Caudoviricetes
Query_84,ICTVTaxoChallenge_745813,593777468,593777468,Donellivirus,Donellivirus gee,0.5174,Same Family,Unclassified,Caudoviricetes
Query_34,ICTVTaxoChallenge_441098,589891766,589891766,Sedonavirus,Sedonavirus tusconh,0.4989,Same Family,Kyanoviridae,Caudoviricetes
Query_77,ICTVTaxoChallenge_452211,1859650904,1859650904,Annadreamyvirus,Annadreamyvirus blueeyedbeauty,0.5214,Same Family,Unclassified,Caudoviricetes
Query_68,ICTVTaxoChallenge_763090,1842028620,1842028620,Yangvirus,Yangvirus yang,0.5008,Same Family,Unclassified,Caudoviricetes
Query_50,ICTVTaxoChallenge_671728,2067807438,2067807438,Bertelyvirus,Bertelyvirus SC,0.5611,Same Family,Unclassified,Caudoviricetes
Query_45,ICTVTaxoChallenge_401890,2067807438,2067807438,Bertelyvirus,Bertelyvirus SC,0.543,Same Family,Unclassified,Caudoviricetes
Query_94,ICTVTaxoChallenge_412972,1070102821,1070102821,Bantamvirus,Bantamvirus bantam,0.5406,Same Family,Unclassified,Caudoviricetes
Query_81,ICTVTaxoChallenge_70138,593777468,593777468,Donellivirus,Donellivirus gee,0.4917,Same Family,Unclassified,Caudoviricetes
Query_57,ICTVTaxoChallenge_562534,509140683,509140683,Hacavirus,Hacavirus HCTV1,0.5342,Same Family,Druskaviridae,Caudoviricetes
Query_70,ICTVTaxoChallenge_565964,593777468,593777468,Donellivirus,Donellivirus gee,0.5187,Same Family,Unclassified,Caudoviricetes
Query_89,ICTVTaxoChallenge_570962,593777468,593777468,Donellivirus,Donellivirus gee,0.4966,Same Family,Unclassified,Caudoviricetes
Query_22,ICTVTaxoChallenge_179874,593777468,593777468,Donellivirus,Donellivirus gee,0.5092,Same Family,Unclassified,Caudoviricetes
Query_91,ICTVTaxoChallenge_478418,1631933904,1631933904,Polybotosvirus,Polybotosvirus Atuph07,0.5562,Same Family,Unclassified,Caudoviricetes
Query_62,ICTVTaxoChallenge_71976,593777468,593777468,Donellivirus,Donellivirus gee,0.505,Same Family,Unclassified,Caudoviricetes
Query_94,ICTVTaxoChallenge_727701,1631917847,1631917847,Attisvirus,Attisvirus attis,0.5188,Same Family,Unclassified,Caudoviricetes
Query_79,ICTVTaxoChallenge_502629,2046342335,2046342335,Gutovirus,Gutovirus Vc1,0.4996,Same Family,Autographiviridae,Caudoviricetes
Query_54,ICTVTaxoChallenge_383169,1631917847,1631917847,Attisvirus,Attisvirus attis,0.5487,Same Family,Unclassified,Caudoviricetes
Query_76,ICTVTaxoChallenge_388081,9632937,9632937,Moineauvirus,Moineauvirus Sfi21,0.5201,Same Family,Unclassified,Caudoviricetes
Query_7,ICTVTaxoChallenge_574433,1631933904,1631933904,Polybotosvirus,Polybotosvirus Atuph07,0.5321,Same Family,Unclassified,Caudoviricetes
Query_20,ICTVTaxoChallenge_577244,1631933904,1631933904,Polybotosvirus,Polybotosvirus Atuph07,0.5566,Same Family,Unclassified,Caudoviricetes
Query_57,ICTVTaxoChallenge_586170,1631917847,1631917847,Attisvirus,Attisvirus attis,0.4971,Same Family,Unclassified,Caudoviricetes
Query_80,ICTVTaxoChallenge_322222,593777468,593777468,Donellivirus,Donellivirus gee,0.509,Same Family,Unclassified,Caudoviricetes
Query_89,ICTVTaxoChallenge_32399,1631933904,1631933904,Polybotosvirus,Polybotosvirus Atuph07,0.5467,Same Family,Unclassified,Caudoviricetes
Query_58,ICTVTaxoChallenge_847382,1070637863,1070637863,Nymphadoravirus,Nymphadoravirus kita,0.5176,Same Family,Unclassified,Caudoviricetes
Query_85,ICTVTaxoChallenge_660634,1859650904,1859650904,Annadreamyvirus,Annadreamyvirus blueeyedbeauty,0.5096,Same Family,Unclassified,Caudoviricetes
Query_6,ICTVTaxoChallenge_238233,1631933904,1631933904,Polybotosvirus,Polybotosvirus Atuph07,0.5534,Same Family,Unclassified,Caudoviricetes
Query_4,ICTVTaxoChallenge_97779,1631933904,1631933904,Polybotosvirus,Polybotosvirus Atuph07,0.5487,Same Family,Unclassified,Caudoviricetes
Query_72,ICTVTaxoChallenge_544062,593777468,593777468,Donellivirus,Donellivirus gee,0.4907,Same Family,Unclassified,Caudoviricetes
Query_37,ICTVTaxoChallenge_333625,9634983,9634983,Brussowvirus,Brussowvirus Sfi11,0.5287,Same Family,Unclassified,Caudoviricetes
Query_75,ICTVTaxoChallenge_610727,593777468,593777468,Donellivirus,Donellivirus gee,0.4934,Same Family,Unclassified,Caudoviricetes
Query_79,ICTVTaxoChallenge_937321,1070620180,1070620180,Baxtervirus,Baxtervirus baxterfox,0.5322,Same Family,Unclassified,Caudoviricetes
Query_61,ICTVTaxoChallenge_271745,327198269,327198269,Kisquattuordecimvirus,Kisquattuordecimvirus KS14,0.492,Same Family,Peduoviridae,Caudoviricetes
Query_66,ICTVTaxoChallenge_272396,1102620861,1102620861,Sokavirus,Sokavirus swam1,0.4884,Same Family,Kyanoviridae,Caudoviricetes
Query_1,ICTVTaxoChallenge_177366,386576359,386576359,Bocaparvovirus,Carnivore bocaparvovirus 3,0.3129,Same Genus,Parvoviridae,
Query_2,ICTVTaxoChallenge_205514,290565727,290565727,Bocaparvovirus,Primate bocaparvovirus 2,0.3184,Same Genus,Parvoviridae,
Query_3,ICTVTaxoChallenge_211166,338777097,338777097,Blattambidensovirus,Blattodean blattambidensovirus 1,0.2721,Same Genus,Parvoviridae,
Query_5,ICTVTaxoChallenge_217401,56698739,56698739,Iteradensovirus,Lepidopteran iteradensovirus 3,0.4108,Same Genus,Parvoviridae,
Query_7,ICTVTaxoChallenge_240115,1099188216,1099188216,Amdoparvovirus,Amdoparvovirus sp.,0.3753,Same Genus,Parvoviridae,
Query_8,ICTVTaxoChallenge_242621,378554407,378554407,Tetraparvovirus,Chiropteran tetraparvovirus 1,0.5396,Same Genus,Parvoviridae,
Query_9,ICTVTaxoChallenge_243092,1571847629,1571847629,Chaphamaparvovirus,Rodent chaphamaparvovirus 1,0.3176,Same Genus,Parvoviridae,
Query_10,ICTVTaxoChallenge_243277,326392948,326392948,Scindoambidensovirus,Orthopteran scindoambidensovirus 1,0.2675,Same Genus,Parvoviridae,
Query_12,ICTVTaxoChallenge_272445,71658845,71658845,Hepandensovirus,Decapod hepandensovirus 1,0.5946,Same Genus,Parvoviridae,
Query_14,ICTVTaxoChallenge_31040,302317862,302317862,Hepandensovirus,Decapod hepandensovirus 1,0.3564,Same Genus,Parvoviridae,
Query_15,ICTVTaxoChallenge_314661,971762095,971762095,Bocaparvovirus,Lagomorph bocaparvovirus 1,0.2195,Same Genus,Parvoviridae,
